optimizer,time_decay,exp_wd,optimizer_name_unc,exp_lr_unc,exp_lr,n_blocks,d_token,attention_dropout,res_drop,ffn_dropout,ffn_factor,accuracy,ce_loss,desired_coverage,coverage,reject_rate,ce_loss_rej,accuracy_rej,auc,auc_rej,pos_rate,bss,brier,bss_rej,brier_rej,pos_rate_rej,meta,dataset,trial,time_to_fit,model_type,exp_lamda,alpha,pretrain,momentum,d_main,hidden_factor,dropout_first,dropout_second,residual_dropout,momentum_sgd,nesterov,exp_beta,reward,momentum_sgd_unc,nesterov_unc,viol,max_viol_trial,avg_perf,min_avg_perf,b_norm,n_estimators,reg_alpha,reg_lambda,folds,zero_init_residual,avg_viol_trial
Adam,False,-4.0,,,-5.0,1.0,64.0,0.15,0.0,0.45,1.3333333333333333,0.6706586826347305,0.5983420448703493,0.99,0.9940476190476192,0.0059523809523809,0.3698823609250366,1.0,0.7408204245553642,-1.0,0.497005988023952,0.1698622273234566,0.2075352897819234,0.1693082581256226,0.0985333505441268,1.0,dg,upselling,3.0,74.08411812782288,TabFTTransformer,,,,,,,,,,,,,2.0,,,0.0040476190476191,0.0166666666666666,0.5975274706528068,0.5975274706528068,,,,,,,
SGD,False,-3.0,,,-2.0,,,,,,,0.5596037609133647,1.7392272221970742,0.99,0.9926666666666668,0.0073333333333333,3.728334016945,0.1363636363636363,0.9869239552048344,-1.0,,,,,,,dg,cifar100,16.0,4052.6997702121735,VGG,,,,,,,,,,0.96,True,,71.60000000000001,,,0.0026666666666668,0.0053333333333333,1.48447308983015,1.48447308983015,True,,,,,,
SGD,False,-3.0,,,-2.0,,,,,,,0.995368782161235,0.01866255581947,0.99,0.9906542056074766,0.0093457943925233,0.6522570601557951,0.7636363636363637,0.9999670331201752,0.9887311618862424,,,,,,,dg,organamnist,15.0,3965.299571037293,Resnet18,,,,,,,,,,0.93,True,,7.2,,,0.0006542056074766,0.0099405267629567,0.0084820145003881,0.0084820145003881,,,,,,True,
SGD,False,-3.0,,,-2.0,,,,,,,0.9663113006396588,0.0933331331247389,0.99,0.9911242603550297,0.0088757396449704,1.778476434824302,0.3333333333333333,0.999333268986388,-1.0,,,,,,,dg,organcmnist,11.0,1699.8041796684265,Resnet18,,,,,,,,,,0.94,True,,6.800000000000001,,,0.0011242603550296,0.0189771766694843,0.0451921979241123,0.0451921979241123,,,,,,True,
SGD,True,-4.0,,,-1.0,,,,,,,0.8995051731893837,0.2954971885801408,0.99,0.9913485551195148,0.0086514448804851,0.6494331305602503,0.6082474226804123,0.7299741255605382,0.6159678858162355,0.100314889788574,0.062517240831223,0.0846156908569029,0.7369973106641927,0.2292975275955393,0.3917525773195876,dg,chestmnist,0.0,7272.654292583466,Resnet18,,,,,,,,,,0.9,False,,5.0,,,0.0013485551195148,0.0048341063146628,0.2652684375996668,0.2652684375996668,,,,,,False,
SGD,True,-4.0,,,-1.0,,,,,,,0.8026315789473685,0.500154296722493,0.99,0.9743589743589745,0.0256410256410256,1.1920929665620916e-07,1.0,0.8138528138528138,-1.0,0.7236842105263158,0.3489670802378344,0.1302167214940052,-0.7964592597948468,0.0,1.0,dg,breastmnist,0.0,184.4828569889069,Resnet18,,,,,,,,,,0.9,False,,5.0,,,0.0156410256410255,0.0461538461538461,0.4073854611794987,0.4073854611794987,,,,,,False,
AdamW,True,-3.0,,,-4.0,,,,,,,0.7288306451612904,1.278166356939121,0.99,0.9900199600798404,0.0099800399201597,6.805520388580296,0.2,0.6934134915960953,-1.0,,,,,,,dg,dermamnist,18.0,839.385422706604,Resnet18,,,,,,,,,,,,,3.4000000000000004,,,1.9960079840397604e-05,0.0295409181636726,0.7994049239710505,0.7994049239710505,,,,,,True,
Adam,True,-4.0,,,-4.0,,,,,,,0.943295924394566,0.1695986029419273,0.99,0.9900584795321636,0.0099415204678362,1.00469944269205,0.5294117647058824,0.9968306304022372,-1.0,,,,,,,dg,bloodmnist,19.0,1335.0153896808624,Resnet18,,,,,,,,,,,,,4.0,,,5.847953216364665e-05,0.012280701754386,0.105277196807281,0.105277196807281,,,,,,False,
SGD,True,-4.0,,,-1.0,,,,,,,0.9655172413793104,0.089451618796513,0.99,0.9897610921501706,0.0102389078498293,5.999615023849839e-05,1.0,0.9942408062871196,-1.0,0.7275862068965517,0.8813431911024054,0.0235187497418254,0.6785776775449999,8.15650954185306e-09,1.0,dg,pneumoniamnist,0.0,517.0443048477173,Resnet18,,,,,,,,,,0.9,False,,5.0,,,0.0002389078498293,0.0071672354948805,0.0559910642233546,0.0559910642233546,,,,,,False,
SGD,False,-3.0,,,-3.0,,,,,,,0.6723718468564599,0.8943216344565547,0.99,0.9911163754811964,0.0088836245188036,1.8443373561474912,0.3238095238095238,0.9373304816306092,0.7129033324717265,,,,,,,dg,tissuemnist,18.0,16112.020684242249,Resnet18,,,,,,,,,,0.96,True,,8.0,,,0.0011163754811963,0.0042176064977368,0.7946102187538638,0.7946102187538638,,,,,,True,
SGD,True,-4.0,,,-1.0,,,,,,,0.9043252755395016,0.2735952388881628,0.99,0.9877412862501144,0.0122587137498856,1.1172702693188223,0.5074626865671642,0.9734208670271718,0.7607219045025416,,,,,,,dg,octmnist,0.0,7148.867937088013,Resnet18,,,,,,,,,,0.9,False,,5.0,,,0.0022587137498856,0.0041441771109688,0.2089064486766672,0.2089064486766672,,,,,,False,
Adam,False,-5.0,,,-3.0,,,,,,,0.971703452178834,0.1145538179658345,0.99,0.989177085277104,0.010822914722896,1.290633854042083,0.5603448275862069,0.9992554573153238,-1.0,,,,,,,dg,pathmnist,17.0,8267.690487146378,Resnet18,,,,,,,,,,,,,3.4000000000000004,,,0.0008229147228959,0.0078932636685948,0.0657933884015823,0.0657933884015823,,,,,,True,
AdamW,True,-3.0,,,-4.0,,,,,,,0.5159235668789809,1.256422212516397,0.99,0.98125,0.01875,1.4159485504618967,0.3333333333333333,0.6805833949741513,-1.0,,,,,,,dg,retinamnist,19.0,244.1648426055908,Resnet18,,,,,,,,,,,,,2.8,,,0.00875,0.0437499999999999,1.180285715457278,1.180285715457278,,,,,,True,
AdamW,True,-3.0,,,-4.0,,,,,,,0.8262967430639324,0.4009773349504039,0.99,0.9861221252973832,0.0138778747026169,1.4731992664826856,0.4285714285714285,0.9814780117254452,-1.0,,,,,,,dg,organsmnist,18.0,2044.2935268878937,Resnet18,,,,,,,,,,,,,5.800000000000001,,,0.0038778747026168,0.0141554321966692,0.3193818803846207,0.3193818803846207,,,,,,True,
